Id_Venda;Id_Produto;Id_Vendedor;Quantidade;Data_Venda;R$_Unit;R$_Total
1758;9;4;2;17/10/2023;206,85;413,7
1759;42;5;11;01/02/2024;807;8877
1760;4;12;3;04/06/2024;679,93;2039,79
1761;36;10;13;12/12/2023;179,43;2332,59
1762;6;7;9;11/06/2025;41,46;373,14
1763;12;4;13;07/01/2023;285,41;3710,33
1764;6;1;7;25/05/2024;41,46;290,22
1765;11;7;13;31/08/2024;228,24;2967,12
1766;19;11;5;18/11/2023;607,69;3038,45
1767;8;5;16;08/06/2025;606;9696
1768;28;12;10;24/02/2023;985,37;9853,7
1769;44;10;5;08/10/2024;914;4570
1770;23;11;4;08/02/2024;831,11;3324,44
1771;24;9;7;11/02/2023;886,6;6206,2
1772;32;8;13;01/09/2023;376,48;4894,24
1773;31;5;19;09/11/2024;835,77;15879,63
1774;39;7;3;18/01/2025;691,28;2073,84
1775;28;13;12;19/09/2024;985,37;11824,44
1776;40;3;14;09/08/2024;687,77;9628,78
1777;41;7;3;13/02/2025;;
1778;3;9;11;14/08/2023;148,14;1629,54
1779;30;11;8;05/02/2023;285,19;2281,52
1780;42;11;5;04/07/2024;807;4035
1781;32;9;17;04/03/2025;376,48;6400,16
1782;6;5;15;21/11/2023;41,46;621,9
1783;28;2;16;03/04/2025;985,37;15765,92
1784;20;3;5;28/07/2023;732,43;3662,15
1785;44;15;10;13/11/2023;914;9140
1786;16;9;14;22/01/2025;957,64;13406,96
1787;19;10;2;30/11/2024;607,69;1215,38
1788;36;2;2;04/07/2024;179,43;358,86
1789;33;2;17;15/05/2024;673,47;11448,99
1790;28;7;4;20/05/2024;985,37;3941,48
1791;30;11;19;11/12/2024;285,19;5418,61
1792;17;6;9;29/06/2024;111,19;1000,71
1793;38;2;17;25/01/2025;385,66;6556,22
1794;2;2;15;31/08/2024;282,28;4234,2
1795;12;13;6;22/06/2024;285,41;1712,46
1796;26;1;3;31/01/2025;78,86;236,58
1797;27;15;10;29/08/2023;235,62;2356,2
1798;21;10;15;17/12/2023;133,58;2003,7
1799;43;8;20;15/04/2025;275,06;5501,2
1800;17;6;6;08/06/2025;111,19;667,14
1801;14;3;3;23/02/2024;701,16;2103,48
1802;48;10;9;29/03/2025;464,26;4178,34
1803;44;2;14;08/12/2023;914;12796
1804;35;1;1;24/02/2024;80,69;80,69
1805;26;2;1;22/06/2024;78,86;78,86
1806;11;11;16;12/01/2024;228,24;3651,84
1807;30;12;13;05/03/2024;285,19;3707,47
1808;43;12;20;26/08/2023;275,06;5501,2
1809;47;8;10;06/02/2023;401,68;4016,8
1810;40;14;20;29/01/2024;687,77;13755,4
1811;24;12;13;15/05/2025;886,6;11525,8
1812;20;2;5;13/09/2024;732,43;3662,15
1813;9;1;7;07/02/2024;206,85;1447,95
1814;8;14;1;23/07/2023;606;606
1815;45;4;1;02/07/2024;877,6;877,6
1816;14;8;5;10/06/2023;701,16;3505,8
1817;42;4;14;12/04/2023;807;11298
1818;41;14;18;05/04/2023;236,76;4261,68
1819;13;2;10;15/10/2024;761,22;7612,2
1820;30;3;16;05/03/2023;285,19;4563,04
1821;28;1;4;23/08/2024;;
1822;11;15;5;12/06/2024;228,24;1141,2
1823;48;12;15;11/12/2023;464,26;6963,9
1824;32;8;1;19/11/2024;376,48;376,48
1825;29;10;8;03/01/2025;867,82;6942,56
1826;13;5;19;05/01/2023;761,22;14463,18
1827;26;1;11;09/03/2024;78,86;867,46
1828;1;2;14;21/01/2024;120,22;1683,08
1829;27;14;16;15/03/2023;235,62;3769,92
1830;48;10;20;10/03/2023;464,26;9285,2
1831;47;9;10;23/03/2024;401,68;4016,8
1832;3;8;13;30/06/2024;148,14;1925,82
1833;32;9;19;07/01/2023;376,48;7153,12
1834;47;10;16;25/07/2023;401,68;6426,88
1835;15;12;2;13/12/2023;285,09;570,18
1836;34;1;14;22/07/2024;937,29;13122,06
1837;37;6;18;18/01/2025;252,36;4542,48
1838;5;5;14;08/01/2024;96,07;1344,98
1839;31;2;16;13/12/2023;835,77;13372,32
1840;40;11;12;24/02/2024;687,77;8253,24
1841;29;12;14;09/10/2023;867,82;12149,48
1842;2;3;10;25/10/2023;282,28;2822,8
1843;47;4;16;14/11/2024;401,68;6426,88
1844;23;8;8;17/08/2023;831,11;6648,88
1845;33;4;19;30/01/2025;;
1846;44;6;20;14/04/2025;914;18280
1847;46;11;15;01/05/2025;220,5;3307,5
1848;9;15;10;13/05/2025;206,85;2068,5
1849;47;12;13;15/07/2023;401,68;5221,84
1850;27;14;12;28/10/2023;235,62;2827,44
1851;31;13;6;14/06/2023;835,77;5014,62
1852;40;4;10;12/01/2024;687,77;6877,7
1853;45;12;3;09/01/2023;877,6;2632,8
1854;43;8;5;11/03/2025;275,06;1375,3
1855;12;4;6;05/02/2024;285,41;1712,46
1856;39;8;4;18/09/2024;691,28;2765,12
1857;27;8;10;12/03/2024;235,62;2356,2
1858;16;4;18;12/04/2025;957,64;17237,52
1859;4;1;12;05/12/2024;679,93;8159,16
1860;17;6;6;23/07/2024;111,19;667,14
1861;12;14;17;08/05/2023;285,41;4851,97
1862;3;13;3;17/04/2025;148,14;444,42
1863;22;7;4;07/03/2024;88,01;352,04
1864;40;4;4;16/03/2024;687,77;2751,08
1865;36;4;16;11/09/2024;;
1866;17;6;12;03/02/2023;111,19;1334,28
1867;3;13;18;07/06/2024;148,14;2666,52
1868;18;15;5;16/06/2023;105,75;528,75
1869;45;14;17;07/04/2023;877,6;14919,2
1870;39;11;4;05/02/2025;691,28;2765,12
1871;46;1;15;06/03/2024;220,5;3307,5
1872;30;14;4;16/07/2023;285,19;1140,76
1873;7;13;20;31/08/2023;226,45;4529
1874;40;13;4;15/04/2023;687,77;2751,08
1875;36;1;17;15/08/2024;179,43;3050,31
1876;7;3;4;15/12/2023;226,45;905,8
1877;14;15;12;22/01/2025;701,16;8413,92
1878;11;12;10;10/11/2023;228,24;2282,4
1879;46;8;17;27/06/2024;220,5;3748,5
1880;32;12;4;25/12/2024;376,48;1505,92
1881;10;11;12;13/04/2024;704,31;8451,72
1882;22;14;5;24/03/2023;88,01;440,05
1883;8;14;7;08/02/2025;606;4242
1884;29;7;1;10/01/2023;867,82;867,82
1885;16;14;16;14/09/2024;957,64;15322,24
1886;22;5;17;09/09/2024;88,01;1496,17
1887;11;2;9;04/09/2023;228,24;2054,16
1888;24;12;14;29/01/2024;886,6;12412,4
1889;24;11;8;01/01/2025;886,6;7092,8
1890;10;13;17;12/05/2024;704,31;11973,27
1891;27;13;8;29/07/2023;235,62;1884,96
1892;9;13;14;03/06/2023;206,85;2895,9
1893;27;15;14;10/05/2024;235,62;3298,68
1894;30;14;17;09/12/2023;285,19;4848,23
1895;44;6;1;27/03/2023;914;914
1896;29;3;1;27/06/2023;867,82;867,82
1897;46;13;17;08/11/2024;220,5;3748,5
1898;5;2;11;06/05/2023;96,07;1056,77
1899;21;7;6;13/02/2025;133,58;801,48
1900;28;1;13;15/10/2024;985,37;12809,81
1901;3;11;5;21/06/2024;148,14;740,7
1902;37;1;17;01/04/2023;252,36;4290,12
1903;19;7;13;12/03/2024;607,69;7899,97
1904;44;12;18;09/10/2023;914;16452
1905;20;12;11;13/02/2025;732,43;8056,73
1906;23;1;9;21/05/2025;831,11;7479,99
1907;34;10;5;07/06/2023;937,29;4686,45
1908;45;7;15;23/04/2025;877,6;13164
1909;42;4;18;28/05/2024;807;14526
1910;40;13;20;31/01/2025;687,77;13755,4
1911;42;8;12;19/05/2023;807;9684
1912;42;7;7;04/12/2024;807;5649
1913;20;2;2;08/01/2023;732,43;1464,86
1914;35;6;13;20/10/2024;80,69;1048,97
1915;47;12;5;29/04/2025;401,68;2008,4
1916;34;9;10;23/09/2023;937,29;9372,9
1917;14;2;17;27/02/2024;701,16;11919,72
1918;36;5;17;05/01/2024;179,43;3050,31
1919;22;13;6;22/02/2023;88,01;528,06
1920;2;1;18;25/12/2024;282,28;5081,04
1921;38;5;8;13/11/2024;385,66;3085,28
1922;20;12;14;13/09/2023;;
1923;33;2;2;27/11/2024;673,47;1346,94
1924;24;5;17;02/03/2023;886,6;15072,2
1925;23;2;2;11/04/2023;831,11;1662,22
1926;42;2;15;13/05/2025;807;12105
1927;20;10;1;28/04/2024;732,43;732,43
1928;30;6;8;14/04/2025;285,19;2281,52
1929;48;10;19;28/03/2024;464,26;8820,94
1930;46;15;18;26/05/2025;220,5;3969
1931;39;4;12;20/02/2023;691,28;8295,36
1932;20;5;19;08/03/2023;732,43;13916,17
1933;44;3;13;21/10/2024;914;11882
1934;34;12;8;04/12/2024;937,29;7498,32
1935;7;6;17;31/01/2025;226,45;3849,65
1936;38;4;12;02/12/2024;385,66;4627,92
1937;30;2;5;08/03/2024;285,19;1425,95
1938;46;7;14;23/11/2024;220,5;3087
1939;6;2;2;11/12/2023;41,46;82,92
1940;28;15;5;17/07/2024;985,37;4926,85
1941;31;4;15;19/05/2025;835,77;12536,55
1942;5;6;17;06/02/2023;96,07;1633,19
1943;26;10;18;15/09/2023;78,86;1419,48
1944;34;13;13;04/06/2023;;
1945;17;10;16;07/07/2023;111,19;1779,04
1946;41;7;15;19/05/2024;236,76;3551,4
1947;45;15;16;07/06/2023;877,6;14041,6
1948;47;7;6;30/08/2024;401,68;2410,08
1949;10;9;5;03/09/2023;704,31;3521,55
1950;32;12;15;03/05/2025;376,48;5647,2
1951;9;12;17;12/01/2024;206,85;3516,45
1952;34;2;7;17/03/2025;937,29;6561,03
1953;30;8;2;01/01/2024;285,19;570,38
1954;48;3;18;02/11/2023;464,26;8356,68
1955;24;15;4;18/08/2023;;
1956;39;14;14;21/10/2024;691,28;9677,92
1957;8;2;12;23/11/2023;606;7272
1958;37;5;2;29/11/2024;252,36;504,72
1959;34;3;4;30/04/2023;937,29;3749,16
1960;24;5;12;20/05/2024;886,6;10639,2
1961;20;5;16;09/11/2024;732,43;11718,88
1962;2;13;5;16/10/2023;282,28;1411,4
1963;10;13;19;24/01/2023;704,31;13381,89
1964;27;1;10;27/07/2024;235,62;2356,2
1965;19;4;6;12/10/2023;607,69;3646,14
1966;48;8;1;07/05/2025;464,26;464,26
1967;8;9;12;05/04/2023;606;7272
1968;5;14;2;01/04/2023;96,07;192,14
1969;27;8;19;30/01/2025;235,62;4476,78
1970;20;10;15;16/01/2024;732,43;10986,45
1971;22;13;13;17/06/2023;88,01;1144,13
1972;31;14;20;27/09/2024;835,77;16715,4
1973;9;13;5;02/01/2024;206,85;1034,25
1974;33;11;15;14/03/2025;673,47;10102,05
1975;29;11;15;25/04/2025;867,82;13017,3
1976;10;14;11;19/02/2024;704,31;7747,41
1977;6;13;20;02/05/2024;41,46;829,2
1978;43;10;14;04/03/2025;275,06;3850,84
1979;25;4;13;22/02/2025;581,58;7560,54
1980;22;9;2;29/08/2023;88,01;176,02
1981;43;15;15;01/10/2024;275,06;4125,9
1982;48;5;3;13/03/2023;464,26;1392,78
1983;11;12;1;29/11/2024;228,24;228,24
1984;37;11;10;26/01/2024;252,36;2523,6
1985;36;11;4;08/04/2025;179,43;717,72
1986;42;9;3;21/11/2024;807;2421
1987;13;10;18;08/02/2024;761,22;13701,96
1988;37;13;2;20/05/2024;252,36;504,72
1989;37;9;7;14/04/2024;252,36;1766,52
1990;31;9;1;19/01/2024;835,77;835,77
1991;8;11;18;08/03/2024;606;10908
1992;12;1;9;18/06/2025;285,41;2568,69
1993;14;4;19;22/03/2025;701,16;13322,04
1994;29;2;18;13/08/2024;867,82;15620,76
1995;39;6;13;12/06/2023;691,28;8986,64
1996;38;1;16;09/06/2023;385,66;6170,56
1997;2;6;14;18/02/2025;282,28;3951,92
1998;12;7;1;08/06/2024;285,41;285,41
1999;34;6;13;29/11/2023;937,29;12184,77
2000;17;2;4;23/05/2023;111,19;444,76
2001;7;9;6;28/02/2023;226,45;1358,7
2002;19;3;6;20/12/2023;607,69;3646,14
2003;17;13;3;14/04/2024;111,19;333,57
2004;10;5;14;01/04/2024;704,31;9860,34
2005;44;3;2;27/01/2024;914;1828
2006;40;6;6;09/07/2023;687,77;4126,62
2007;2;12;2;14/10/2023;282,28;564,56
2008;20;7;4;21/05/2023;732,43;2929,72
2009;21;3;14;12/07/2023;133,58;1870,12
2010;21;5;13;06/04/2023;133,58;1736,54
2011;8;1;7;03/04/2024;606;4242
2012;16;13;20;20/10/2023;957,64;19152,8
2013;38;4;16;25/06/2025;385,66;6170,56
2014;33;13;17;15/03/2025;673,47;11448,99
2015;25;2;9;13/12/2024;581,58;5234,22
2016;4;6;15;21/04/2024;679,93;10198,95
2017;36;7;3;23/11/2023;179,43;538,29
2018;31;1;14;24/03/2025;835,77;11700,78
2019;41;4;1;07/05/2025;236,76;236,76
2020;18;9;19;03/05/2025;105,75;2009,25
2021;44;2;8;12/10/2023;914;7312
2022;36;11;5;29/08/2023;179,43;897,15
2023;20;10;14;29/03/2024;732,43;10254,02
2024;29;2;17;12/06/2024;867,82;14752,94
2025;14;13;5;01/10/2024;701,16;3505,8
2026;24;9;6;28/12/2024;886,6;5319,6
2027;16;9;14;29/06/2023;957,64;13406,96
2028;36;8;2;24/01/2025;;
2029;1;14;15;11/06/2024;120,22;1803,3
2030;40;5;6;09/12/2024;;
2031;1;1;16;27/08/2024;120,22;1923,52
2032;18;10;9;11/07/2023;105,75;951,75
2033;44;7;12;25/06/2023;914;10968
2034;41;4;19;21/08/2024;236,76;4498,44
2035;33;5;2;07/05/2025;673,47;1346,94
2036;11;12;18;03/03/2025;228,24;4108,32
2037;37;2;10;12/01/2024;252,36;2523,6
2038;6;7;4;19/05/2024;41,46;165,84
2039;9;12;18;01/01/2024;206,85;3723,3
2040;18;15;14;23/05/2023;105,75;1480,5
2041;14;10;17;13/12/2023;701,16;11919,72
2042;21;15;11;03/07/2024;133,58;1469,38
2043;41;5;15;23/05/2024;236,76;3551,4
2044;18;4;11;11/05/2024;105,75;1163,25
2045;22;4;15;21/03/2025;88,01;1320,15
2046;39;6;1;07/07/2024;691,28;691,28
2047;45;3;1;17/09/2024;877,6;877,6
2048;39;8;1;24/12/2023;691,28;691,28
2049;1;11;6;29/02/2024;120,22;721,32
2050;27;9;16;23/01/2023;235,62;3769,92
2051;26;9;3;26/08/2024;78,86;236,58
2052;42;11;3;05/06/2025;807;2421
2053;35;1;15;27/06/2024;80,69;1210,35
2054;44;2;12;05/02/2025;914;10968
2055;25;14;20;22/05/2025;581,58;11631,6
2056;23;7;6;31/12/2024;831,11;4986,66
2057;45;1;4;18/11/2023;877,6;3510,4
2058;30;6;7;03/10/2024;285,19;1996,33
2059;29;1;8;03/10/2024;867,82;6942,56
2060;48;1;9;25/12/2023;464,26;4178,34
2061;44;15;12;07/03/2024;914;10968
2062;13;2;20;04/07/2023;761,22;15224,4
2063;41;5;8;19/09/2023;236,76;1894,08
2064;15;8;12;12/02/2025;285,09;3421,08
2065;3;5;16;27/09/2024;148,14;2370,24
2066;46;12;20;22/07/2024;220,5;4410
2067;14;1;7;23/04/2024;701,16;4908,12
2068;41;7;4;08/02/2025;236,76;947,04
2069;18;10;17;20/12/2024;105,75;1797,75
2070;32;3;18;10/08/2023;376,48;6776,64
2071;13;11;19;24/09/2023;761,22;14463,18
2072;44;11;20;07/10/2024;914;18280
2073;37;3;3;02/07/2024;252,36;757,08
2074;38;3;3;09/12/2023;385,66;1156,98
2075;9;5;19;05/04/2025;206,85;3930,15
2076;15;15;17;21/05/2023;285,09;4846,53
2077;47;13;9;11/03/2024;401,68;3615,12
2078;13;14;1;20/06/2023;;
2079;45;11;18;23/03/2023;877,6;15796,8
2080;40;5;18;04/08/2024;687,77;12379,86
2081;30;1;14;31/05/2024;;
2082;42;11;2;19/02/2025;;
2083;21;7;14;09/08/2023;133,58;1870,12
2084;18;2;17;12/01/2025;105,75;1797,75
2085;30;8;12;03/08/2024;285,19;3422,28
2086;34;13;2;11/08/2024;937,29;1874,58
2087;47;4;2;16/05/2023;401,68;803,36
2088;18;15;14;18/08/2023;105,75;1480,5
2089;35;8;11;14/09/2023;80,69;887,59
2090;1;7;7;22/01/2023;120,22;841,54
2091;22;2;19;02/04/2025;88,01;1672,19
2092;2;12;8;01/02/2023;282,28;2258,24
2093;45;7;3;07/06/2023;877,6;2632,8
2094;16;4;6;06/04/2024;957,64;5745,84
2095;22;5;3;16/07/2024;88,01;264,03
2096;41;11;4;25/04/2025;236,76;947,04
2097;2;8;14;07/08/2023;282,28;3951,92
2098;2;10;11;23/08/2023;282,28;3105,08
2099;17;4;4;30/12/2023;111,19;444,76
2100;31;4;11;05/10/2024;835,77;9193,47
2101;4;14;11;06/09/2023;679,93;7479,23
2102;34;13;8;07/10/2024;937,29;7498,32
2103;5;13;20;06/05/2023;96,07;1921,4
2104;40;8;4;13/02/2023;687,77;2751,08
2105;41;8;19;10/06/2025;236,76;4498,44
2106;8;2;2;06/07/2023;606;1212
2107;3;7;11;16/09/2024;;
2108;45;2;5;31/03/2023;877,6;4388
2109;4;15;15;12/06/2023;679,93;10198,95
2110;4;5;20;03/06/2025;679,93;13598,6
2111;41;7;3;23/05/2024;236,76;710,28
2112;7;11;2;12/02/2023;226,45;452,9
2113;36;1;10;01/06/2024;179,43;1794,3
2114;25;7;4;21/10/2023;581,58;2326,32
2115;40;13;14;02/08/2023;687,77;9628,78
2116;15;14;20;17/01/2023;285,09;5701,8
2117;43;10;1;09/06/2024;275,06;275,06
2118;30;7;15;09/03/2023;285,19;4277,85
2119;28;15;20;29/11/2024;985,37;19707,4
2120;40;2;11;24/08/2024;687,77;7565,47
2121;42;11;1;11/01/2024;807;807
2122;30;9;11;30/05/2024;285,19;3137,09
2123;38;4;4;07/10/2023;385,66;1542,64
2124;7;1;20;31/01/2024;226,45;4529
2125;46;2;19;21/02/2024;220,5;4189,5
2126;13;15;19;11/11/2023;761,22;14463,18
2127;9;11;17;14/10/2024;206,85;3516,45
2128;17;6;14;28/10/2023;111,19;1556,66
2129;31;12;20;19/01/2024;835,77;16715,4
2130;29;3;8;22/09/2024;867,82;6942,56
2131;9;13;2;14/02/2025;206,85;413,7
2132;4;3;10;31/05/2025;679,93;6799,3
2133;38;7;17;06/08/2024;385,66;6556,22
2134;42;13;12;03/03/2024;807;9684
2135;20;10;18;21/09/2024;732,43;13183,74
2136;10;3;16;19/03/2024;704,31;11268,96
2137;20;10;11;06/06/2024;732,43;8056,73
2138;19;6;1;16/02/2023;607,69;607,69
2139;34;10;5;13/06/2023;937,29;4686,45
2140;4;4;17;02/01/2024;679,93;11558,81
2141;36;14;2;28/05/2025;179,43;358,86
2142;28;6;7;20/03/2025;985,37;6897,59
2143;13;11;7;11/01/2023;761,22;5328,54
2144;5;6;7;21/05/2024;96,07;672,49
2145;43;8;15;17/03/2023;275,06;4125,9
2146;39;12;11;17/12/2024;691,28;7604,08
2147;38;10;11;20/01/2025;385,66;4242,26
2148;40;5;14;20/08/2023;687,77;9628,78
2149;22;3;4;08/11/2024;88,01;352,04
2150;30;15;2;07/08/2024;285,19;570,38
2151;32;4;1;10/02/2025;376,48;376,48
2152;41;4;8;25/06/2024;236,76;1894,08
2153;30;10;7;07/03/2024;285,19;1996,33
2154;16;8;11;24/12/2024;957,64;10534,04
2155;48;7;7;01/07/2024;464,26;3249,82
2156;26;3;1;22/02/2023;78,86;78,86
2157;24;1;3;03/06/2023;886,6;2659,8
2158;23;1;18;24/02/2023;831,11;14959,98
2159;8;3;10;28/11/2023;606;6060
2160;29;4;19;03/02/2024;867,82;16488,58
2161;24;1;1;16/12/2024;886,6;886,6
2162;13;4;10;02/04/2023;761,22;7612,2
2163;12;4;9;27/09/2024;285,41;2568,69
2164;47;3;11;05/07/2024;401,68;4418,48
2165;36;4;6;17/02/2024;179,43;1076,58
2166;13;1;6;16/05/2024;761,22;4567,32
2167;17;15;4;21/02/2024;111,19;444,76
2168;2;14;5;14/12/2023;282,28;1411,4
2169;25;11;4;10/02/2023;581,58;2326,32
2170;22;15;7;09/02/2025;88,01;616,07
2171;20;8;8;07/03/2025;732,43;5859,44
2172;24;13;12;06/10/2024;886,6;10639,2
2173;43;3;17;05/12/2024;275,06;4676,02
2174;40;15;14;07/09/2024;687,77;9628,78
2175;46;2;4;15/01/2024;220,5;882
2176;10;15;5;23/11/2024;704,31;3521,55
2177;13;4;18;10/04/2024;761,22;13701,96
2178;25;12;12;22/05/2024;581,58;6978,96
2179;21;10;14;30/09/2023;133,58;1870,12
2180;41;4;2;09/04/2024;236,76;473,52
2181;40;10;7;25/10/2023;687,77;4814,39
2182;35;5;5;06/08/2023;80,69;403,45
2183;21;4;2;20/05/2023;133,58;267,16
2184;41;13;9;04/09/2023;236,76;2130,84
2185;9;14;17;05/07/2023;206,85;3516,45
2186;38;15;16;04/02/2024;385,66;6170,56
2187;14;12;3;19/01/2023;701,16;2103,48
2188;31;13;20;21/08/2023;835,77;16715,4
2189;5;3;17;20/08/2023;96,07;1633,19
2190;25;13;17;29/03/2023;581,58;9886,86
2191;24;8;17;14/10/2023;886,6;15072,2
2192;30;3;11;12/12/2023;285,19;3137,09
2193;46;6;17;07/01/2025;220,5;3748,5
2194;45;8;16;19/07/2024;877,6;14041,6
2195;31;5;19;13/12/2023;835,77;15879,63
2196;26;11;19;21/10/2023;;
2197;42;1;7;04/07/2023;807;5649
2198;15;15;7;03/08/2024;285,09;1995,63
2199;29;14;8;31/03/2025;867,82;6942,56
2200;26;4;10;12/03/2025;78,86;788,6
2201;28;15;13;11/12/2023;985,37;12809,81
2202;37;3;12;23/06/2025;252,36;3028,32
2203;17;9;3;15/07/2024;111,19;333,57
2204;9;13;3;05/03/2025;206,85;620,55
2205;19;8;17;05/02/2025;607,69;10330,73
2206;23;4;19;17/04/2023;831,11;15791,09
2207;3;8;17;18/02/2024;148,14;2518,38
2208;40;6;14;09/06/2025;687,77;9628,78
2209;29;8;14;18/11/2024;867,82;12149,48
2210;27;6;16;26/12/2024;235,62;3769,92
2211;21;5;13;21/01/2025;133,58;1736,54
2212;2;3;15;22/06/2023;282,28;4234,2
2213;15;5;3;21/01/2023;285,09;855,27
2214;23;15;3;21/05/2024;831,11;2493,33
2215;19;14;17;23/06/2023;607,69;10330,73
2216;33;9;3;13/12/2024;673,47;2020,41
2217;18;15;8;30/10/2024;105,75;846
2218;7;2;3;12/08/2024;226,45;679,35
2219;24;1;18;15/10/2024;886,6;15958,8
2220;13;6;7;28/07/2023;761,22;5328,54
2221;44;6;9;12/07/2024;914;8226
2222;20;12;9;23/06/2025;732,43;6591,87
2223;13;12;20;02/05/2025;761,22;15224,4
2224;9;14;18;21/12/2024;206,85;3723,3
2225;17;1;10;25/02/2023;111,19;1111,9
2226;19;14;12;21/05/2024;607,69;7292,28
2227;26;7;19;21/01/2024;78,86;1498,34
2228;42;1;16;25/01/2025;807;12912
2229;42;9;5;26/11/2024;807;4035
2230;26;4;8;22/11/2023;78,86;630,88
2231;47;12;7;18/02/2025;401,68;2811,76
2232;31;4;17;29/10/2023;835,77;14208,09
2233;38;13;18;09/08/2024;385,66;6941,88
2234;30;12;15;25/05/2025;285,19;4277,85
2235;22;13;3;01/11/2024;88,01;264,03
2236;21;14;7;15/10/2023;133,58;935,06
2237;28;13;14;06/10/2023;985,37;13795,18
2238;14;8;15;11/01/2023;701,16;10517,4
2239;36;1;12;08/05/2025;179,43;2153,16
2240;9;10;5;04/10/2023;206,85;1034,25
2241;20;12;1;02/10/2023;732,43;732,43
2242;32;13;12;28/02/2024;376,48;4517,76
2243;22;4;14;20/07/2024;88,01;1232,14
2244;28;11;13;25/12/2023;985,37;12809,81
2245;45;9;10;10/02/2025;877,6;8776
2246;21;10;1;22/10/2024;133,58;133,58
2247;37;13;2;31/03/2024;252,36;504,72
2248;9;3;11;05/09/2024;206,85;2275,35
2249;37;11;20;28/11/2024;252,36;5047,2
2250;39;10;13;22/09/2024;691,28;8986,64
2251;25;4;13;30/03/2024;581,58;7560,54
2252;5;9;13;04/03/2023;96,07;1248,91
2253;13;8;4;31/12/2024;761,22;3044,88
2254;22;10;15;06/03/2023;88,01;1320,15
2255;41;15;10;11/03/2024;236,76;2367,6
2256;6;3;4;31/01/2024;41,46;165,84
2257;44;9;6;14/05/2023;914;5484
2258;3;14;20;02/02/2024;148,14;2962,8
2259;32;1;6;18/03/2024;376,48;2258,88
2260;13;2;13;26/01/2025;761,22;9895,86
2261;19;4;8;16/12/2024;607,69;4861,52
2262;19;11;17;30/09/2024;607,69;10330,73
2263;5;8;2;22/07/2023;96,07;192,14
2264;24;9;1;05/07/2024;886,6;886,6
2265;11;6;14;31/10/2024;228,24;3195,36
2266;26;3;4;03/05/2025;78,86;315,44
2267;9;9;14;01/06/2023;206,85;2895,9
2268;31;12;3;26/11/2024;835,77;2507,31
2269;25;15;7;21/04/2023;581,58;4071,06
2270;9;14;7;12/03/2023;206,85;1447,95
2271;20;7;16;14/09/2023;732,43;11718,88
2272;11;10;19;30/11/2023;228,24;4336,56
2273;20;10;7;06/08/2023;732,43;5127,01
2274;33;12;15;23/08/2023;673,47;10102,05
2275;18;4;1;15/10/2024;;
2276;10;8;3;08/08/2024;704,31;2112,93
2277;26;10;8;25/01/2025;78,86;630,88
2278;34;6;19;21/11/2024;;
2279;32;8;15;23/08/2024;376,48;5647,2
2280;37;1;3;19/08/2024;252,36;757,08
2281;19;11;15;05/10/2023;607,69;9115,35
2282;23;12;10;27/02/2024;831,11;8311,1
2283;26;10;6;12/03/2023;78,86;473,16
2284;27;4;6;11/11/2024;235,62;1413,72
2285;40;12;14;25/02/2023;687,77;9628,78
2286;30;7;6;04/02/2024;285,19;1711,14
2287;45;10;4;12/06/2025;877,6;3510,4
2288;26;12;2;27/06/2024;78,86;157,72
2289;16;15;6;28/07/2024;957,64;5745,84
2290;18;15;18;04/07/2023;105,75;1903,5
2291;19;11;3;31/03/2025;607,69;1823,07
2292;45;12;7;03/09/2024;877,6;6143,2
2293;32;7;18;29/04/2023;376,48;6776,64
2294;8;6;3;09/06/2023;606;1818
2295;7;9;11;13/02/2023;226,45;2490,95
2296;27;8;6;29/04/2025;235,62;1413,72
2297;17;4;17;04/10/2023;111,19;1890,23
2298;3;8;1;23/12/2024;148,14;148,14
2299;5;11;15;15/05/2023;96,07;1441,05
2300;25;6;13;18/06/2024;581,58;7560,54
2301;13;7;2;09/06/2025;761,22;1522,44
2302;1;5;4;27/01/2024;120,22;480,88
2303;46;15;5;12/12/2023;220,5;1102,5
2304;21;11;15;18/05/2024;133,58;2003,7
2305;32;8;3;13/11/2024;376,48;1129,44
2306;6;9;8;03/01/2023;41,46;331,68
2307;46;8;5;29/07/2024;;
2308;31;14;9;31/10/2024;835,77;7521,93
2309;11;3;1;09/03/2025;228,24;228,24
2310;39;2;6;23/10/2023;691,28;4147,68
2311;19;2;18;04/12/2024;607,69;10938,42
2312;48;7;6;23/06/2024;464,26;2785,56
2313;5;11;1;09/09/2024;96,07;96,07
2314;44;5;5;04/03/2024;914;4570
2315;29;6;6;16/01/2023;867,82;5206,92
2316;14;12;2;01/03/2025;701,16;1402,32
2317;44;9;7;03/05/2025;914;6398
2318;29;12;2;29/12/2024;867,82;1735,64
2319;41;13;17;06/02/2025;236,76;4024,92
2320;42;11;4;13/06/2023;807;3228
2321;25;12;10;28/02/2025;581,58;5815,8
2322;29;1;20;29/05/2025;867,82;17356,4
2323;1;1;13;26/05/2023;120,22;1562,86
2324;13;15;8;23/02/2024;761,22;6089,76
2325;24;15;8;04/10/2024;886,6;7092,8
2326;13;2;1;04/07/2024;761,22;761,22
2327;27;1;1;13/01/2023;235,62;235,62
2328;22;14;7;23/10/2024;88,01;616,07
2329;44;11;3;13/07/2024;914;2742
2330;15;15;4;22/08/2023;285,09;1140,36
2331;43;3;6;10/04/2023;275,06;1650,36
